date,day_situation,restrictions,case_status,total_cases,new_cases,new_cases_smoothed,death_status,total_deaths,test_status,total_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index
5/4/2021,NORMAL,TRUE,DECREASE,68227,108,147.143,DECREASE,782,DECREASE,489119,0,0,0,5974,0,0,0,191,55.56
6/4/2021,NORMAL,TRUE,DECREASE,68292,65,142.857,DECREASE,785,DECREASE,489927,0,0,0,5974,0,0,0,191,55.56
7/4/2021,FERIADO,TRUE,DECREASE,68431,139,121.714,DECREASE,785,DECREASE,491304,0,0,0,5974,0,0,0,191,55.56
8/4/2021,NORMAL,TRUE,DECREASE,68466,35,105.286,DECREASE,788,DECREASE,492119,0,0,0,5974,0,0,0,191,55.56
9/4/2021,FDS,TRUE,DECREASE,68506,40,83.286,DECREASE,789,DECREASE,493153,0,0,0,5974,0,0,0,191,55.56
10/4/2021,FDS,TRUE,DECREASE,68578,72,81.857,DECREASE,789,DECREASE,494568,0,0,0,5974,0,0,0,191,55.56
11/4/2021,FDS,TRUE,DECREASE,68758,180,91.286,INCREASE,791,DECREASE,496181,0,0,0,5974,0,0,0,191,55.56
12/4/2021,NORMAL,TRUE,DECREASE,68792,34,80.714,INCREASE,791,DECREASE,496890,0,0,0,5974,0,0,0,191,55.56
13-04-21,NORMAL,TRUE,DECREASE,68871,79,82.714,INCREASE,794,DECREASE,498247,0,0,0,5974,0,0,0,191,55.56
14-04-21,NORMAL,TRUE,DECREASE,68927,56,70.857,INCREASE,794,DECREASE,499510,0,0,0,5974,0,0,0,191,55.56
15-04-21,NORMAL,TRUE,DECREASE,69002,75,76.571,INCREASE,794,DECREASE,500757,0,0,0,5974,0,0,0,191,55.56
16-04-21,FDS,TRUE,DECREASE,69067,65,80.143,INCREASE,797,DECREASE,501859,0,0,0,5974,0,0,0,191,55.56
17-04-21,FDS,TRUE,DECREASE,69134,67,79.429,INCREASE,798,DECREASE,503001,0,0,0,5974,0,0,0,191,55.56
18-04-21,FDS,TRUE,DECREASE,69203,69,63.571,MAINTAIN,798,INCREASE,504012,0,0,0,5974,0,0,0,191,55.56
19-04-21,NORMAL,TRUE,DECREASE,69228,25,62.286,MAINTAIN,800,INCREASE,504532,0,0,0,5974,0,0,0,191,65.74
20-04-21,NORMAL,TRUE,DECREASE,69309,81,62.571,MAINTAIN,802,INCREASE,505597,0,0,0,5974,0,0,0,191,65.74
21-04-21,NORMAL,TRUE,DECREASE,69437,128,72.857,MAINTAIN,805,INCREASE,507194,0,0,0,5974,0,0,0,191,65.74
22-04-21,NORMAL,TRUE,DECREASE,69523,86,74.429,MAINTAIN,805,INCREASE,508573,0,0,0,5974,0,0,0,191,65.74
23-04-21,FDS,TRUE,DECREASE,69597,74,75.714,MAINTAIN,806,INCREASE,510093,0,0,0,5974,0,0,0,191,65.74
24-04-21,FDS,TRUE,DECREASE,69643,46,72.714,MAINTAIN,807,INCREASE,511476,0,0,0,5974,0,0,0,191,65.74
25-04-21,FDS,TRUE,DECREASE,69665,22,66,DECREASE,807,INCREASE,512219,0,0,0,5974,0,0,0,191,65.74
26-04-21,NORMAL,TRUE,DECREASE,69715,50,69.571,DECREASE,809,INCREASE,513095,0,0,0,5974,0,0,0,191,65.74
27-04-21,NORMAL,TRUE,DECREASE,69762,47,64.714,DECREASE,814,INCREASE,513864,0,0,0,5974,0,0,0,191,56.48
28-04-21,NORMAL,FALSE,DECREASE,69804,42,52.429,DECREASE,814,INCREASE,515115,0,0,0,5974,0,0,0,191,56.48
29-04-21,NORMAL,FALSE,DECREASE,69864,60,48.714,DECREASE,814,INCREASE,517018,0,0,0,5974,0,0,0,191,56.48
30-04-21,FDS,FALSE,DECREASE,69917,53,45.714,DECREASE,814,INCREASE,518615,0,0,0,5974,0,0,0,191,56.48
1/5/2021,FERIADO,FALSE,DECREASE,69965,48,46,DECREASE,814,INCREASE,520205,0,0,0,5974,0,0,0,191,56.48
2/5/2021,FDS,FALSE,DECREASE,69984,19,45.571,MAINTAIN,815,DECREASE,521012,0,0,0,5974,0,0,0,191,56.48
3/5/2021,NORMAL,FALSE,DECREASE,70000,16,40.714,MAINTAIN,815,DECREASE,521347,0,0,0,5974,0,0,0,191,56.48
4/5/2021,NORMAL,FALSE,DECREASE,70031,31,38.429,MAINTAIN,817,DECREASE,522290,0,0,0,5974,0,0,0,191,56.48
5/5/2021,NORMAL,FALSE,DECREASE,70052,21,35.429,MAINTAIN,818,DECREASE,522988,0,0,0,5974,0,0,0,191,67.59
6/5/2021,NORMAL,FALSE,DECREASE,70108,56,34.857,MAINTAIN,819,DECREASE,524063,0,0,0,5974,0,0,0,191,67.59
7/5/2021,FDS,FALSE,DECREASE,70138,30,31.571,MAINTAIN,820,DECREASE,525385,0,0,0,5974,0,0,0,191,67.59
8/5/2021,FDS,FALSE,DECREASE,70166,28,28.714,MAINTAIN,821,DECREASE,526810,0,0,0,5974,0,0,0,191,67.59
9/5/2021,FDS,FALSE,INCREASE,70212,46,32.571,DECREASE,823,INCREASE,528305,0,0,0,5974,0,0,0,191,67.59
10/5/2021,NORMAL,FALSE,INCREASE,70283,71,40.429,DECREASE,825,INCREASE,528627,0,0,0,5974,0,0,0,191,67.59
11/5/2021,NORMAL,FALSE,INCREASE,70267,-16,33.714,DECREASE,826,INCREASE,529546,0,0,0,5974,0,0,0,191,67.59
12/5/2021,NORMAL,FALSE,INCREASE,70287,20,33.571,DECREASE,826,INCREASE,530868,355995,296983,59012,5974,1.14,0.95,0.19,191,67.59
13-05-21,NORMAL,FALSE,INCREASE,70315,28,29.571,DECREASE,826,INCREASE,530868,0,0,0,6004,0,0,0,192,67.59
14-05-21,FDS,FALSE,INCREASE,70361,46,31.857,DECREASE,826,INCREASE,535701,0,0,0,6034,0,0,0,193,67.59
15-05-21,FDS,FALSE,INCREASE,70410,49,34.857,DECREASE,826,INCREASE,535701,0,0,0,6064,0,0,0,194,67.59
16-05-21,FDS,FALSE,DECREASE,70442,32,32.857,MAINTAIN,826,INCREASE,536999,0,0,0,6094,0,0,0,195,67.59
17-05-21,NORMAL,FALSE,DECREASE,70463,21,25.714,MAINTAIN,828,INCREASE,537525,0,0,0,6125,0,0,0,196,63.89
18-05-21,NORMAL,FALSE,DECREASE,70485,22,31.143,MAINTAIN,828,INCREASE,538679,393105,318548,74557,6155,1.26,1.02,0.24,197,63.89
19-05-21,NORMAL,FALSE,DECREASE,70509,24,31.714,MAINTAIN,828,INCREASE,540123,0,0,0,5315,0,0,0,170,63.89
20-05-21,NORMAL,FALSE,DECREASE,70527,18,30.286,MAINTAIN,828,INCREASE,541429,0,0,0,4444,0,0,0,142,63.89
21-05-21,FDS,FALSE,DECREASE,70551,24,27.143,MAINTAIN,831,INCREASE,542895,0,0,0,3574,0,0,0,114,63.89
22-05-21,FDS,FALSE,DECREASE,70568,17,22.571,MAINTAIN,831,INCREASE,544605,0,0,0,2704,0,0,0,87,63.89
23-05-21,FDS,FALSE,DECREASE,70590,22,21.143,MAINTAIN,831,DECREASE,545343,0,0,0,1833,0,0,0,59,63.89
24-05-21,NORMAL,FALSE,DECREASE,70606,16,20.429,MAINTAIN,831,DECREASE,545951,0,0,0,963,0,0,0,31,63.89
25-05-21,NORMAL,FALSE,DECREASE,70636,30,21.571,MAINTAIN,833,DECREASE,545951,0,0,0,93,0,0,0,3,63.89
26-05-21,NORMAL,FALSE,DECREASE,70651,15,20.286,MAINTAIN,834,DECREASE,548177,0,0,0,93,0,0,0,3,63.89
27-05-21,NORMAL,FALSE,DECREASE,70673,22,20.857,MAINTAIN,834,DECREASE,548177,0,0,0,93,0,0,0,3,63.89
28-05-21,FDS,FALSE,DECREASE,70697,24,20.857,MAINTAIN,835,DECREASE,551014,0,0,0,93,0,0,0,3,63.89
29-05-21,FDS,FALSE,DECREASE,70724,27,22.286,MAINTAIN,836,DECREASE,552231,0,0,0,93,0,0,0,3,63.89
30-05-21,FDS,FALSE,INCREASE,70780,56,27.143,DECREASE,836,DECREASE,552231,0,0,0,93,0,0,0,3,63.89
31-05-21,NORMAL,FALSE,INCREASE,70795,15,27,DECREASE,836,DECREASE,553718,394312,319511,74801,93,1.26,1.02,0.24,3,63.89
1/6/2021,NORMAL,FALSE,INCREASE,70850,55,30.571,DECREASE,836,DECREASE,554737,0,0,0,88,0,0,0,3,63.89
2/6/2021,NORMAL,FALSE,INCREASE,70923,73,38.857,DECREASE,836,DECREASE,556045,0,0,0,84,0,0,0,3,63.89
3/6/2021,NORMAL,FALSE,INCREASE,70965,42,41.714,DECREASE,837,DECREASE,557044,0,0,0,80,0,0,0,3,63.89
4/6/2021,FDS,FALSE,INCREASE,71019,54,46,DECREASE,837,DECREASE,558203,0,0,0,75,0,0,0,2,63.89
5/6/2021,FDS,FALSE,INCREASE,71082,63,51.143,DECREASE,837,DECREASE,559736,0,0,0,71,0,0,0,2,63.89
6/6/2021,FDS,FALSE,INCREASE,71114,32,47.714,INCREASE,837,DECREASE,560774,0,0,0,66,0,0,0,2,63.89
7/6/2021,NORMAL,FALSE,INCREASE,71145,31,50,INCREASE,838,DECREASE,561181,0,0,0,62,0,0,0,2,63.89
8/6/2021,NORMAL,FALSE,INCREASE,71165,20,45,INCREASE,839,DECREASE,561992,0,0,0,62,0,0,0,2,63.89
9/6/2021,NORMAL,FALSE,INCREASE,71239,74,45.143,INCREASE,840,DECREASE,563306,0,0,0,62,0,0,0,2,63.89
10/6/2021,NORMAL,FALSE,INCREASE,71279,40,44.857,INCREASE,840,DECREASE,564481,394930,320129,74801,62,1.26,1.02,0.24,2,63.89
11/6/2021,FDS,FALSE,INCREASE,71355,76,48,INCREASE,840,DECREASE,564481,0,0,0,496,0,0,0,16,63.89
12/6/2021,FDS,FALSE,INCREASE,71461,106,54.143,INCREASE,840,DECREASE,567164,0,0,0,931,0,0,0,30,63.89
13-06-21,FDS,FALSE,INCREASE,71538,77,60.571,INCREASE,841,INCREASE,568101,0,0,0,1365,0,0,0,44,63.89
14-06-21,NORMAL,FALSE,INCREASE,71568,30,60.429,INCREASE,841,INCREASE,568101,0,0,0,1800,0,0,0,58,56.48
15-06-21,NORMAL,FALSE,INCREASE,71651,83,69.429,INCREASE,842,INCREASE,569683,0,0,0,2235,0,0,0,72,56.48
16-06-21,NORMAL,FALSE,INCREASE,71764,113,75,INCREASE,844,INCREASE,571002,0,0,0,2669,0,0,0,85,56.48
17-06-21,NORMAL,FALSE,INCREASE,71929,165,92.857,INCREASE,844,INCREASE,572668,0,0,0,3104,0,0,0,99,56.48
18-06-21,FDS,FALSE,INCREASE,72123,194,109.714,INCREASE,844,INCREASE,574348,0,0,0,3104,0,0,0,99,56.48
19-06-21,FDS,FALSE,INCREASE,72367,244,129.429,INCREASE,847,INCREASE,575709,0,0,0,3104,0,0,0,99,56.48
